Gene,nASD,rASD,min_lFDR,TADA p-value,Netscore,Annotation
RCAN2,yes,no,0.679244348,0.431,75.41522821,0
WARS,yes,no,0.679257964,0.548,92.70053742,0
WFIKKN2,yes,no,0.679280251,0.485,20.90882901,0
BBS7,yes,no,0.67945961,0.593,88.91245849,0
SRP72,yes,no,0.679528034,0.884,59.15267801,0
TNRC6A,yes,no,0.6795673,0.771,46.50441972,0
ZNF569,yes,no,0.679761835,0.466,19.86873496,0
VAC14,yes,no,0.679811101,0.4,43.74271733,0
AES,yes,no,0.67985379,0.329,6.645444638,0
KCNH8,yes,no,0.680093859,0.535,80.98627823,0
NAV3,yes,no,0.680139583,0.329,25.27609637,0
ST13,yes,no,0.680158375,0.55,90.37032836,0
SSTR1,yes,no,0.680457539,0.258,96.88844123,0
PPHLN1,yes,no,0.680664081,0.466,45.61981294,0
ZMIZ1,yes,no,0.680963443,0.406,46.81796475,0
GGA3,yes,no,0.68099397,0.778,38.37540797,0
KIF16B,yes,no,0.681053841,0.315,57.34742783,0
ROS1,yes,no,0.681262284,0.963033158,89.18980751,0
SYNGR3,yes,no,0.681498809,0.409,30.02302074,0
N4BP2L2,yes,no,0.68156083,0.331,20.51103713,0
BACH1,yes,no,0.681561013,0.47,38.36872052,0
TAF2,yes,no,0.681647852,0.553,137.4566328,0
PCDH10,yes,no,0.681778191,0.298,26.48938705,0
GRHPR,yes,no,0.681943926,0.554,15.97271378,0
NXPH4,yes,no,0.682126189,0.311,22.31826002,0
CD96,yes,no,0.682156425,0.842,77.63032935,0
TGFBRAP1,yes,no,0.68245323,0.41,41.881514,0
EEF2,yes,no,0.682535177,0.558,44.00692145,0
VEGFB,yes,no,0.682689201,0.411,93.90448404,0
SPRY2,yes,no,0.682749527,0.478,48.84949513,0
SFRP2,yes,no,0.682830043,0.559,15.49670311,0
MS4A14,yes,no,0.682889868,0.313,19.9288826,0
LOXL2,yes,no,0.682969823,0.358,25.34834794,0
PON2,yes,no,0.683124345,0.906,32.22740046,0
RNPEP,yes,no,0.683418007,0.56,32.97200343,0
MTMR6,yes,no,0.683634651,0.605,171.5211622,0
TUBB2A,yes,no,0.683808489,0.335,53.17662933,0
RASSF6,yes,no,0.683928423,0.811,46.96602232,0
ALKBH1,yes,no,0.684004409,0.477,37.74411294,0
CMPK1,yes,no,0.684086946,0.335,8.583335851,0
ALCAM,yes,no,0.68422159,0.48,98.44431056,0
TSPAN14,yes,no,0.684266066,0.411,51.77401969,0
CELSR1,yes,no,0.684297007,0.32762758,26.69564846,0
EEPD1,yes,no,0.684365335,0.237,31.40478344,0
TTLL7,yes,no,0.68451455,0.665,33.30234325,0
FAM84A,yes,no,0.684539405,0.541,56.81938464,0
CHURC1,yes,no,0.684589281,0.568,71.99335576,0
PTGDR,yes,no,0.684643169,0.337,8.058578138,0
NUP155,yes,no,0.684881689,0.573,46.04750992,0
CRTC3,yes,no,0.684920554,0.808,41.95469888,0
CUTA,yes,no,0.68509847,0.966,20.03936054,0
TDRD9,yes,no,0.685389405,0.966,70.14230011,0
AXL,yes,no,0.685473575,0.238,19.55800112,0
PGD,yes,no,0.68562818,0.414,23.86387878,0
FKBP11,yes,no,0.685679689,0.907,21.2090233,0
PAICS,yes,no,0.685756096,0.577,21.56896217,0
EPHA7,yes,no,0.685969293,0.483,101.7881561,0
EPHA3,yes,no,0.686024392,0.434,37.66469665,0
EGLN3,yes,no,0.686046444,0.329,84.31033509,0
DERL2,yes,no,0.686336277,0.578,13.44997353,0
UBA3,yes,no,0.686546623,0.931,64.85801824,0
MAPK6,yes,no,0.686572951,0.703,179.0914908,0
LONRF2,yes,no,0.686708799,0.415,10.4087576,0
C1orf187,yes,no,0.686834376,0.478,59.48869379,0
ZNF70,yes,no,0.686846292,0.816,37.4874238,0
SSH3,yes,no,0.686914223,0.579,37.68231121,0
LRRCC1,yes,no,0.687119116,0.704,143.4253934,0
POLDIP3,yes,no,0.687202216,0.579,41.45858736,0
LPPR2,yes,no,0.687391459,0.34,15.51683049,0
UBA6,yes,no,0.687408547,0.674,64.34665013,0
MSI1,yes,no,0.687514619,0.418,55.11216031,0
RHOT1,yes,no,0.687782547,0.754,102.1535039,0
ANXA3,yes,no,0.687934561,0.341,19.09629773,0
C12orf29,yes,no,0.687981551,0.484,42.94087877,0
GNA13,yes,no,0.688050258,0.759,114.0412186,0
GALK2,yes,no,0.688267339,0.485,64.09614589,0
GGH,yes,no,0.688348396,0.581,49.76293268,0
CELSR2,yes,no,0.6884759,0.833927749,33.44169883,0
TNK2,yes,no,0.688850427,0.895,35.37227097,0
C17orf61,yes,no,0.688918025,0.582,53.03226127,0
SMR3A,yes,no,0.689116215,0.423,28.10380251,0
AGL,yes,no,0.689123478,0.633,46.72746685,0
RPRM,yes,no,0.689381445,0.308,9.715718229,0
ATP6V0D1,yes,no,0.689485251,0.67,43.55058358,0
PDE1A,yes,no,0.689692659,0.501,167.6845822,0
PITPNC1,yes,no,0.689768131,0.584,48.68895932,0
LOXHD1,yes,no,0.689910772,0.424980339,24.93163691,0
C5orf54,yes,no,0.689976374,0.495,49.24184702,0
RBBP5,yes,no,0.690050369,0.584,83.49512081,0
OR2Z1,yes,no,0.690259612,0.496,28.45807645,0
CAPRIN1,yes,no,0.690438039,0.889,107.9291367,0
LANCL1,yes,no,0.690542227,0.64,92.20793968,0
PRMT1,yes,no,0.690613074,0.585,69.26236762,0
KCNN2,yes,no,0.69061839,0.343,41.43024513,0
COPB1,yes,no,0.690701381,0.785,69.20155997,0
DIS3,yes,no,0.690824306,0.962,38.93838446,0
NTRK3,yes,no,0.690893843,0.587,36.15138291,0
SENP1,yes,no,0.691226707,0.879,181.250463,0
RNFT2,yes,no,0.6913871,0.5,18.61372381,0
DPF3,yes,no,0.69145444,0.591,30.4517749,0
MED1,yes,no,0.691488719,0.434,13.93911388,0
RPL9,yes,no,0.691750136,0.323,25.44158514,0
IL1RAP,yes,no,0.691948952,0.504,75.5870381,0
OIP5,yes,no,0.692012744,0.342,38.45858395,0
PAK7,yes,no,0.692200997,0.716,135.618373,0
SYNCRIP,yes,no,0.692229237,0.505,30.48346489,0
TMED10,yes,no,0.692271341,0.476,88.40703461,0
GNAO1,yes,no,0.692291009,0.57,17.77948664,0
UFSP2,yes,no,0.692568724,0.592,49.16218616,0
ODF2L,yes,no,0.692724467,0.345,43.41213283,0
CASP8AP2,yes,no,0.692788084,0.506,87.38657659,0
INTS6,yes,no,0.692791151,0.808,90.57721223,0
AURKA,yes,no,0.692845951,0.343,21.12921115,0
WHSC1,yes,no,0.693122564,0.593,6.918120094,0
PSMD10,yes,no,0.693398842,0.595,61.17010876,0
HSD17B10,yes,no,0.693674502,0.595,62.75249348,0
SLC39A6,yes,no,0.693825586,0.837,114.4584836,0
TMF1,yes,no,0.69390001,0.51,85.9621831,0
ZMAT4,yes,no,0.693949547,0.868,26.55104848,0
KLHL4,yes,no,0.694176889,0.518,118.7759106,0
C3orf26,yes,no,0.694224116,0.596,96.02778734,0
HCN4,yes,no,0.694853747,0.624,45.14218117,0
PRRC1,yes,no,0.695004008,0.519,86.23429572,0
RRM2,yes,no,0.695044857,0.346,42.92479442,0
GDA,yes,no,0.695278514,0.519,104.409211,0
GLI3,yes,no,0.695317303,0.346,33.82872412,0
SPATA9,yes,no,0.695365044,0.527,28.88788136,0
CEP97,yes,no,0.69582603,0.903,94.3828857,0
KPTN,yes,no,0.695860522,0.599,50.38855351,0
OSGIN1,yes,no,0.696087231,0.352,11.45727099,0
NMD3,yes,no,0.696098884,0.669,94.24946271,0
FGF9,yes,no,0.696128352,0.32,26.1242454,0
BBS4,yes,no,0.696131259,0.599,31.10262277,0
SLC43A2,yes,no,0.696382141,0.442,17.79707546,0
PIK3R3,yes,no,0.696642868,0.521,132.7120265,0
HPS3,yes,no,0.696852954,0.744,138.353097,0
PTPRT,yes,no,0.696914282,0.523,80.49423334,0
SNRPA,yes,no,0.696940773,0.602,57.77094215,0
EPHA4,yes,no,0.697141274,0.446,45.2983062,0
CDK6,yes,no,0.69739376,0.591,74.80801303,0
DSG3,yes,no,0.697455824,0.518,23.19675871,0
SND1,yes,no,0.697615153,0.355,72.3395315,0
PTGFRN,yes,no,0.697645839,0.447,55.51255713,0
KIAA1407,yes,no,0.69774579,0.604,20.54263922,0
FOXD1,yes,no,0.697868075,0.355,1.198705747,0
CREB1,yes,no,0.698264018,0.68,106.4446018,0
CLCA4,yes,no,0.698400192,0.542,49.0939566,0
IPO11,yes,no,0.69854657,0.414,112.7961467,0
ABCG2,yes,no,0.698624908,0.358,19.30421989,0
TAS2R50,yes,no,0.698650903,0.451,14.16386879,0
PLEKHG2,yes,no,0.698800582,0.452,54.26017828,0
MOXD1,yes,no,0.698812493,0.351,35.83049044,0
PMPCB,yes,no,0.698876512,0.755,187.7333044,0
HS2ST1,yes,no,0.699068191,0.523,87.84199179,0
MAGEC1,yes,no,0.699151401,0.982,33.84663724,0
MAN2B1,yes,no,0.699335215,0.53,98.16473338,0
SLCO1B3,yes,no,0.699400911,0.545,43.79610499,0
CITED2,yes,no,0.69960685,0.406,34.59120783,0
GABRB2,yes,no,0.699867615,0.531,95.68004551,0
PPP2R3C,yes,no,0.699870562,0.608,88.89525076,0
LIN7A,yes,no,0.699878302,0.76,206.0580381,0
PUS3,yes,no,0.699898563,0.454,99.82800991,0
ELMOD2,yes,no,0.700133112,0.689,98.17870076,0
PPM1A,yes,no,0.700376428,0.761,111.6502276,0
PRPF38B,yes,no,0.700396963,0.612,30.60610162,0
GLB1L2,yes,no,0.700659841,0.35,48.52261913,0
MRPL46,yes,no,0.700662619,0.526,42.23185733,0
C1orf87,yes,no,0.70087279,0.361,26.77592659,0
CHERP,yes,no,0.70088919,0.551,55.55391688,0
WWP1,yes,no,0.700922264,0.1046,71.179592,0
PITPNM2,yes,no,0.700926507,0.526,59.10515943,0
PTGDS,yes,no,0.701120317,0.388,36.14169397,0
ABCA9,yes,no,0.701184205,0.98,38.02960483,0
CACNA2D2,yes,no,0.701189804,0.526,16.16846118,0
TM2D2,yes,no,0.701445641,0.617,61.17352314,0
MCM10,yes,no,0.70170663,0.357,29.56247402,0
WEE1,yes,no,0.701714721,0.515,42.29035383,0
SGOL1,yes,no,0.701967277,0.358,44.76782761,0
EFHA2,yes,no,0.701976326,0.692,63.3327415,0
OSBPL10,yes,no,0.702106771,0.399,67.32189731,0
IVD,yes,no,0.702237431,0.527,29.81673998,0
RPS20,yes,no,0.702362562,0.345,16.9094647,0
TRAPPC6B,yes,no,0.702498032,0.694,93.26374145,0
SSRP1,yes,no,0.70274675,0.623,41.5274897,0
ST3GAL6,yes,no,0.702758127,0.528,9.697813926,0
TPPP,yes,no,0.702850007,0.244,66.07272377,0
PHF21A,yes,no,0.703005914,0.626,7.984850098,0
ATXN10,yes,no,0.70326476,0.628,16.47565386,0
TXNL4B,yes,no,0.703535602,0.53,42.25512086,0
ACTA2,yes,no,0.703573031,0.393,32.59624892,0
ACBD7,yes,no,0.703816021,0.261,35.4805526,0
HDAC4,yes,no,0.704051371,0.531,41.48310925,0
CORIN,yes,no,0.704543581,0.218,35.29678519,0
KMO,yes,no,0.704565304,0.562,30.72057695,0
CC2D1A,yes,no,0.704785499,0.798,95.89715297,0
KDELR1,yes,no,0.704809175,0.308,75.06882971,0
ZNF789,yes,no,0.705023679,0.466,29.68103073,0
RPP30,yes,no,0.705027001,0.371,18.9271886,0
SLITRK4,yes,no,0.705263145,0.467,5.45406896,0
SMPDL3A,yes,no,0.705267976,0.371,39.45226876,0
LIN9,yes,no,0.705320893,0.435,85.90993735,0
CHN2,yes,no,0.705502645,0.341,102.8180534,0
OMD,yes,no,0.705508427,0.371,20.55937195,0
TINAG,yes,no,0.705741747,0.567,63.91701217,0
EIF3H,yes,no,0.705748355,0.371,65.37499072,0
BSG,yes,no,0.705830833,0.743,43.70977972,0
SH2B1,yes,no,0.705841391,0.535,62.98638184,0
MPV17L2,yes,no,0.706085716,0.751,20.82699573,0
CARD10,yes,no,0.706095143,0.535,34.22628876,0
IGFBP7,yes,no,0.706218998,0.473,12.49824069,0
SLC19A2,yes,no,0.706226949,0.802,134.9364447,0
ALG10,yes,no,0.706340462,0.65,92.52701446,0
OXSM,yes,no,0.706348339,0.535,42.4927718,0
STS,yes,no,0.706457598,0.476,23.5761779,0
C20orf43,yes,no,0.706594668,0.65,6.805561038,0
PPP1R14C,yes,no,0.706853428,0.544,62.67824438,0
COX7A2L,yes,no,0.707101714,0.548,88.71788772,0
MYCL1,yes,no,0.707354707,0.371,65.580092,0
RIN3,yes,no,0.707415854,0.373,6.349412146,0
TCOF1,yes,no,0.707607535,0.364,24.07045003,0
MRPS30,yes,no,0.70785804,0.883,95.39457708,0
FBLN1,yes,no,0.707859541,0.318,66.57026352,0
LEKR1,yes,no,0.70788837,0.374,10.4212023,0
SEMA6C,yes,no,0.708108102,0.467,37.94185667,0
FZD8,yes,no,0.70811159,0.38,42.06797699,0
CRAMP1L,yes,no,0.70812107,0.487,25.1434276,0
CHRM3,yes,no,0.708357621,0.54,44.25582826,0
WDR26,yes,no,0.708359084,0.548,89.77093468,0
TMEM159,yes,no,0.7083632,0.661,88.11147166,0
PRPF40A,yes,no,0.708593726,0.813,138.6707568,0
MYO5B,yes,no,0.708593842,0.52,38.60177532,0
NRCAM,yes,no,0.708606766,0.95,114.2241932,0
UNG,yes,no,0.708614293,0.658,76.83235444,0
KCMF1,yes,no,0.708865148,0.664,108.8004951,0
CTHRC1,yes,no,0.709061568,0.402,22.15477966,0
ABCD2,yes,no,0.709103551,0.549,178.5481493,0
PRPSAP2,yes,no,0.709115576,0.665,26.53878614,0
GTDC1,yes,no,0.70929481,0.815,112.9203012,0
PBX4,yes,no,0.709527608,0.375,27.04327153,0
OSBPL5,yes,no,0.70953442,0.49,66.92492204,0
EOMES,yes,no,0.709614929,0.383,40.77622825,0
PSMA4,yes,no,0.709759909,0.375,6.864126729,0
VWA3B,yes,no,0.710002117,0.593,66.78648194,0
AADACL2,yes,no,0.71023525,0.593,45.81157429,0
ZNF318,yes,no,0.710336961,0.544,20.46467282,0
UBE2R2,yes,no,0.710608326,0.669,24.33988727,0
GABPA,yes,no,0.710684568,0.823,163.2570281,0
CCDC81,yes,no,0.710700144,0.373,29.35529217,0
ZMPSTE24,yes,no,0.710826986,0.865,106.6579766,0
PPFIBP1,yes,no,0.710914904,0.377,116.9187623,0
CDH1,yes,no,0.710932046,0.492,42.05052592,0
SLC26A5,yes,no,0.711071312,0.576,62.32760285,0
ABCC8,yes,no,0.711144837,0.829,149.8500218,0
NOC3L,yes,no,0.711315132,0.731,169.3560173,0
NCAPD2,yes,no,0.711349692,0.388,25.68665733,0
ZNF140,yes,no,0.711374322,0.83,44.34478413,0
RACGAP1,yes,no,0.711558433,0.533,28.08512353,0
TMEM56,yes,no,0.711595965,0.314,43.30689781,0
HESX1,yes,no,0.711625908,0.598,41.37536211,0
EIF2A,yes,no,0.711801238,0.863,153.8321444,0
ASNSD1,yes,no,0.711841757,0.676,41.65160143,0
NCOA1,yes,no,0.711856364,0.495,24.84107383,0
HIST1H2BM,yes,no,0.712043639,0.534,72.95685554,0
ZNF804B,yes,no,0.712087227,0.315,83.47204729,0
ZNF335,yes,no,0.712285642,0.547,18.85182019,0
FAM171B,yes,no,0.712288692,0.849,124.1547911,0
ANKRD23,yes,no,0.712332334,0.934,53.03120607,0
STK3,yes,no,0.712577065,0.681,16.35474847,0
EPRS,yes,no,0.712768165,0.756,101.0751748,0
RNASEH2B,yes,no,0.712774647,0.374,50.17962557,0
PPP4C,yes,no,0.71282133,0.329,108.9493489,0
SNRNP25,yes,no,0.713065232,0.683,30.64464645,0
FKBP7,yes,no,0.713196558,0.856,151.0757186,0
TLE1,yes,no,0.713248714,0.555,75.65748525,0
TCTN3,yes,no,0.713308722,0.684,19.38478506,0
ACLY,yes,no,0.713688611,0.496,33.80265869,0
TMEM192,yes,no,0.713794302,0.685,43.84311104,0
KDM6A,yes,no,0.713872697,0.861,74.54343864,0
SLC16A9,yes,no,0.71391609,0.679,55.26946737,0
BACE1,yes,no,0.714143184,0.748,28.83095985,0
CRTAC1,yes,no,0.714519067,0.318,81.44307655,0
CTSK,yes,no,0.714544924,0.409,28.58646524,0
IPO7,yes,no,0.714596474,0.562,97.0887047,0
SDC3,yes,no,0.714679041,0.549,73.57740674,0
POLR2F,yes,no,0.714759709,0.811,28.5496467,0
CDC42,yes,no,0.714822503,0.506,13.54548629,0
ANO5,yes,no,0.714915714,0.549,32.78826009,1
RASSF2,yes,no,0.71499127,0.382,80.73507342,0
TRAFD1,yes,no,0.714999895,0.686,35.40304521,0
CDC5L,yes,no,0.715048375,0.508,89.23980188,0
GPR176,yes,no,0.715151959,0.557,110.4042335,0
CD14,yes,no,0.715213976,0.411,17.97502035,0
DDR2,yes,no,0.715239679,0.687,25.68894565,0
PDE1B,yes,no,0.715273932,0.509,7.096561846,0
RGS6,yes,no,0.715499039,0.543,69.15158709,0
POLR3F,yes,no,0.715623186,0.745,59.92702828,0
ANKH,yes,no,0.71571788,0.688,50.39269902,0
DNAJC10,yes,no,0.715858076,0.767,58.20919757,0
ANTXR2,yes,no,0.715879852,0.384,26.44145414,0
G6PD,yes,no,0.715956309,0.332,53.99479499,0
CATSPERB,yes,no,0.71617332,0.624,51.27913308,0
IGSF21,yes,no,0.716322088,0.385,31.22864286,0
KIAA0391,yes,no,0.716326494,0.865,133.1411316,0
NEFL,yes,no,0.716431909,0.32,55.58468137,0
FAM92B,yes,no,0.716620846,0.514,13.3682912,0
PPP2R5B,yes,no,0.716762496,0.385,5.648544634,0
CHRNB3,yes,no,0.716793239,0.949,16.40213087,0
ZMAT2,yes,no,0.716843978,0.319,47.00193632,0
RPRD1A,yes,no,0.716905765,0.578,55.4330521,0
MANEA,yes,no,0.717026028,0.753,91.61786576,0
NCBP1,yes,no,0.717141983,0.578,63.43018367,0
ARRDC3,yes,no,0.717201095,0.433,89.32564914,0
ERO1L,yes,no,0.717289058,0.666,81.43322116,0
STRN3,yes,no,0.717377839,0.692,55.49672572,0
DIRAS3,yes,no,0.717490478,0.555,10.48995215,0
CHP,yes,no,0.717613236,0.321,59.7797243,0
ECHDC1,yes,no,0.717722053,0.759,73.8252782,0
MRVI1,yes,no,0.717732584,0.516,6.273325745,0
BRCA1,yes,no,0.717848179,0.397,33.91426696,0
VPS11,yes,no,0.718082684,0.825,63.89302819,0
IL12A,yes,no,0.718174513,0.628,43.92193596,0
SCUBE3,yes,no,0.718183906,0.556,31.9821151,0
OGN,yes,no,0.718316783,0.429,38.97217466,0
DPP6,yes,no,0.718395141,0.793,45.80141082,0
EMP1,yes,no,0.718508318,0.575,27.17498781,0
NUDT12,yes,no,0.71855049,0.794,137.6758779,0
GPR52,yes,no,0.718783853,0.461,79.31329048,0
ADO,yes,no,0.718835483,0.579,50.43677107,0
CNTN4,yes,no,0.719016752,0.393,95.16986725,0
MDGA1,yes,no,0.719102094,0.564,109.4407366,0
TMEM160,yes,no,0.719249459,0.84,38.15083272,0
P2RX1,yes,no,0.719274428,0.522,8.156302568,0
ETV6,yes,no,0.719373234,0.391,36.31694519,0
CHCHD3,yes,no,0.719481732,0.7,8.235191498,0
SCG3,yes,no,0.719493258,0.677,56.08056187,0
OR2L2,yes,no,0.719713538,0.7,12.01453412,0
C5orf22,yes,no,0.719929994,0.524,32.6938121,0
AHCYL2,yes,no,0.72001932,0.486,62.18048913,0
KIFAP3,yes,no,0.72014791,0.525,73.12514298,0
UNC13B,yes,no,0.72023422,0.394234241,129.4488391,0
AGPS,yes,no,0.7202395,0.852,97.23473235,0
OR7A5,yes,no,0.720365579,0.641,40.12378809,0
PGM5,yes,no,0.720406801,0.703,33.12019708,0
BTBD3,yes,no,0.720465598,0.557,24.67861421,0
LARP4,yes,no,0.720637014,0.759,41.06676797,0
DIAPH1,yes,no,0.720691231,0.557,18.99234447,0
PTPRC,yes,no,0.720799883,0.643,26.27178682,0
SERAC1,yes,no,0.720877325,0.397,57.46389797,0
ASCC3,yes,no,0.721141352,0.558,57.22739114,0
BHLHB9,yes,no,0.72136572,0.558,25.46505457,0
SLIT3,yes,no,0.721554171,0.964577818,29.34008332,0
RYBP,yes,no,0.721665161,0.33,100.5937979,0
SSR2,yes,no,0.721813271,0.559,63.01251035,0
DNAH12,yes,no,0.721880878,0.943713466,35.0573913,0
DAND5,yes,no,0.721943874,0.4,18.0050543,0
SETD5,yes,no,0.722010311,0.708,17.63578188,0
GNPAT,yes,no,0.722036385,0.559,104.7915161,0
MRPL45,yes,no,0.722237716,0.765,45.05815707,0
WDR17,yes,no,0.722259075,0.845,74.11238938,0
CD40LG,yes,no,0.72231143,0.655,50.33781855,0
SPATS2,yes,no,0.722464743,0.709,23.81015699,0
ARMCX1,yes,no,0.722481399,0.56,50.77177728,0
C1QTNF2,yes,no,0.722526305,0.538,16.95881017,0
CDH5,yes,no,0.722792282,0.403,22.04242893,0
PIK3C3,yes,no,0.722917752,0.711,31.40373864,0
NEBL,yes,no,0.723145726,0.568,104.5158245,0
PCDHA12,yes,no,0.723168608,0.539,17.97783937,0
C16orf89,yes,no,0.723369113,0.439,34.59524763,0
LSS,yes,no,0.723425851,0.407,28.20487482,0
ARHGAP17,yes,no,0.723586706,0.562,56.07122754,0
NBAS,yes,no,0.723594246,0.825844683,133.042794,0
MCOLN3,yes,no,0.723594808,0.659,42.13760233,0
SPTLC3,yes,no,0.723636525,0.437,21.23264878,0
DSCAML1,yes,no,0.723807511,0.541,40.4097404,0
PURB,yes,no,0.723818987,0.33,45.70993018,0
STEAP4,yes,no,0.72402631,0.597,40.43992744,0
MYOF,yes,no,0.724043371,0.962550367,34.34204446,0
PRKCE,yes,no,0.724057548,0.41,48.88414247,0
BAI1,yes,no,0.724231865,0.542,37.36887885,0
TMEM68,yes,no,0.724245505,0.816,103.0131317,0
IFT74,yes,no,0.724267366,0.716,81.93262718,0
PLCL2,yes,no,0.724443431,0.542,41.93471503,0
VRK1,yes,no,0.724464292,0.572,170.5452683,0
LRRC40,yes,no,0.724490985,0.716877689,48.74205299,0
DRAM2,yes,no,0.724654644,0.532,100.9088102,0
DIRAS2,yes,no,0.724682729,0.565,129.182913,0
GRPR,yes,no,0.724865499,0.543,23.33000455,0
DNTTIP2,yes,no,0.724895436,0.605,98.35718694,0
CHD5,yes,no,0.724900858,0.574,132.7416289,0
NCAPD3,yes,no,0.725075976,0.756,69.76158476,0
KDELR3,yes,no,0.72510414,0.412,23.08846786,0
CACNA1D,yes,no,0.725118548,0.574,100.8814237,0
ACN9,yes,no,0.7251598,0.721,91.91817076,0
DCP1A,yes,no,0.72533588,0.945,16.00791953,0
GABRA1,yes,no,0.725382021,0.333,107.5930251,0
WDR60,yes,no,0.725495805,0.544,32.7267177,0
KIF27,yes,no,0.725552775,0.945,41.37983128,0
TMEM151A,yes,no,0.72570525,0.545,17.14066413,0
MED30,yes,no,0.725914282,0.545,21.54004699,0
GJB6,yes,no,0.72593732,0.448,31.06655364,0
HMOX2,yes,no,0.726145085,0.418,10.64396961,0
CBLN2,yes,no,0.726201136,0.576,72.89540577,0
ALKBH7,yes,no,0.726268132,0.731,52.68521539,0
PAX2,yes,no,0.726331237,0.546,31.43890714,0
CSF1,yes,no,0.726352477,0.449,31.03298345,0
MLL4,yes,no,0.726416495,0.49,70.18993713,0
PKP4,yes,no,0.726631689,0.571,84.5245919,0
PDS5A,yes,no,0.726929133,0.733,13.58019557,0
APLP1,yes,no,0.726954043,0.547,31.01456918,0
ZNF385D,yes,no,0.726972797,0.285,22.02950106,0
UVRAG,yes,no,0.727061048,0.573,20.7977398,0
RHOBTB1,yes,no,0.72727528,0.582,77.50680353,0
VHL,yes,no,0.727489199,0.575,36.26971532,0
C20orf72,yes,no,0.727573422,0.766,36.18887909,0
ALDH1A2,yes,no,0.7275881,0.742,37.10201791,0
RLF,yes,no,0.727702691,0.575,40.31627678,0
ZNF595,yes,no,0.727795627,0.422,93.41986132,0
TMEM54,yes,no,0.72780709,0.955,25.37888698,0
PPA1,yes,no,0.727984621,0.549,30.10950031,0
XRN2,yes,no,0.728025745,0.815,48.1123258,0
ZNHIT3,yes,no,0.728189697,0.542,19.77471086,0
LRRIQ1,yes,no,0.728341157,0.577709828,31.82450082,0
SDF2,yes,no,0.728461929,0.817,17.48797755,0
MASTL,yes,no,0.728553315,0.565,31.26456219,0
KCNC4,yes,no,0.728802827,0.55,22.96543387,0
PRRT2,yes,no,0.729006416,0.55,27.87346165,0
PKNOX2,yes,no,0.729113485,0.717,20.19803731,0
ADAMTS10,yes,no,0.729187484,0.579,82.85678228,0
FRY,yes,no,0.729210034,0.884,83.54148578,0
LRP8,yes,no,0.729224111,0.428,16.22395934,0
FAM111B,yes,no,0.729329938,0.425,45.37123471,0
CPD,yes,no,0.729546088,0.752,92.75925371,0
ZNF334,yes,no,0.729616383,0.555,11.02351493,0
ERP29,yes,no,0.729761823,0.752,12.63606991,0
DCTN1,yes,no,0.729819104,0.556,10.8725452,0
AURKB,yes,no,0.729977165,0.426,39.8441815,0
UTP11L,yes,no,0.730021549,0.557,33.87820469,0
HDAC9,yes,no,0.730028083,0.59,47.98330436,0
EIF3E,yes,no,0.730192134,0.753,37.4668564,0
KIAA1430,yes,no,0.730223603,0.557,45.79209847,0
MIPOL1,yes,no,0.730237398,0.583,72.58189595,0
NKAIN2,yes,no,0.730425468,0.402,63.49761292,0
PDGFC,yes,no,0.730446301,0.583,87.15638704,0
TIMM10,yes,no,0.730620896,0.754,12.05983136,0
NHEJ1,yes,no,0.730834693,0.754,81.4484027,0
SIN3A,yes,no,0.730842214,0.434,104.2602704,0
FAM84B,yes,no,0.730863185,0.585,21.1629698,0
HIST1H2AC,yes,no,0.731048081,0.754,36.10198075,0
SYT16,yes,no,0.731071167,0.586,10.63430717,0
WDR82,yes,no,0.731229584,0.346,51.12927289,0
BMP4,yes,no,0.731243946,0.435,16.5125322,0
ZDHHC8,yes,no,0.731278842,0.587,61.43858,0
HIST1H3F,yes,no,0.731444382,0.31,27.93741273,0
DDX23,yes,no,0.731473754,0.755,48.021487,0
C6orf211,yes,no,0.731486211,0.588,97.63655082,0
PHYHD1,yes,no,0.731644504,0.307,22.55083214,0
ARNTL2,yes,no,0.73169323,0.597,113.177731,0
SMYD2,yes,no,0.731897866,0.346,49.44038427,0
PLXNC1,yes,no,0.731900037,0.599,100.3350626,0
NLRP1,yes,no,0.732028523,0.563,31.9184097,0
ZDHHC15,yes,no,0.732106589,0.592,27.31832172,0
NPR2,yes,no,0.732109406,0.757,6.610160883,0
C7orf58,yes,no,0.732320544,0.757,19.55528912,0
BNC2,yes,no,0.732441494,0.469,30.08002179,0
CENPE,yes,no,0.732724195,0.58,22.1030151,0
COL4A2,yes,no,0.732741785,0.759,17.04816339,0
MTSS1L,yes,no,0.732929351,0.51,22.24160513,0
AATF,yes,no,0.733035822,0.438,46.44966264,0
UHRF1,yes,no,0.733134195,0.581,47.1160307,0
SPZ1,yes,no,0.733219141,0.704,52.97250788,0
ZFYVE1,yes,no,0.733416505,0.576,22.40394764,0
EMP2,yes,no,0.733430394,0.309,21.11805838,0
MLXIP,yes,no,0.733542944,0.512,78.25707006,0
SEC31A,yes,no,0.733613506,0.766,75.46389972,0
C4orf27,yes,no,0.73378851,0.761,21.05204555,0
ATE1,yes,no,0.733950229,0.597,14.20043246,0
DTL,yes,no,0.733996725,0.43,44.45941849,0
KCNIP1,yes,no,0.734153282,0.597,10.18542635,0
PAIP2,yes,no,0.734204582,0.762,14.3541601,0
ARHGEF11,yes,no,0.734356193,0.935,21.96196825,0
RHAG,yes,no,0.734398214,0.572,23.44426751,0
NPM3,yes,no,0.734412149,0.631,46.79504302,0
